street_fi,street_sv,lono,hino
Aapontie,,1,
Ahmaniementie,,58,84
Ahvenlammintie,,10,206
Aittalahdentie,,51,57
Aittarannantie,,60,
Ala-Liikalantie,,20,76
Alajärventie,,16,97
Alangontie,,,
Alankoniemeentie,,,
Alankoniementie,,25,122
Alatie,,44,48
Anttolantie,,101,2785
Armotaipaleentie,,52,100
Aumamäentie,,44,50
Aurinkotie,,2,58
Ensontie,,27,65
Erkinkuja,,1,
Etelälahdentie,,85,150
Haanniementie,,28,42
Hampunsalmentie,,28,82
Harappalantie,,11,143
Harjakankaantie,,25,95
Harjukankaantie,,208,246
Harmolantie,,5,200
Hasinmäentie,,26,37
Hautalahdentie,,66,90
Heinkaarteentie,,90,130
Hermannintie,,1,14
Hiekantie,,17,18
Hiidenlahdentie,,19,65
Hiidenmaantie,,42,117
Hiirenmäentie,,32,156
Hiivahatuntie,,4,231
Hilketie,,19,41
Hirvensalo,,,
Hirvensalontie,,1331,1632
Honkaluodontie,,7,52
Hovi,,,
Hovinranta,,1,4
Hovintie,,2,230
Hoviraitti,,7,31
Huuhkaanniementie,,49,318
Hämyytniementie,,32,83
Hämyytsaarentie,,48,163
Hääränmäentie,,2,30
Ilmeenniementie,,5,57
Ilmeenraitti,,13,27
Jousanniementie,,100,150
Juhanintie,,1,9
Jukolantie,,2,23
Järventauksentie,,122,
Kaarnaniementie,,3,260
Kaitalantie,,3,5
Kallioisentie,,28,77
Kallioranta,,,
Kalliosalmentie,,7,90
Kanervatie,,2,6
Kaprisniementie,,29,100
Karikontie,,,
Karjalampi,,,
Kauppakuja,,2,10
Kauraharjuntie,,84,
Keljunniemenpolku,,115,
Kesärannantie,,13,97
Kiertotie,,,
Kihunkuja,,1,4
Kiiskintie,,2,9
Kilpisalmentie,,18,30
Kinkomäentie,,7,45
Kinoniementie,,15,219
Kissalamminmutka,,55,151
Kivilammenpolku,,,
Koivuniementie,,,
Kojaniementie,,33,55
Kokkolanraitti,,12,54
Kokkosenlahdentie,,47,1092
Kokkosenlahti,,,
Kokonlahdentie,,77,117
Kolonpohjantie,,65,
Kolopohjantie,,65,107
Konstantie,,2,25
Korhosenkuja,,3,
Korsijärventie,,15,
Korvenmäentie,,16,454
Korvensaarentie,,16,132
Kotirannantie,,4,18
Kukassalo,,,
Kukkovuorentie,,13,287
Kukkulantie,,2,6
Kurkilahti,,20,
Kuupelonniementie,,99,
Kähkölä,,,
Kähköläntie,,7,287
Kärenkiventie,,87,89
Kärmeharjuntie,,1,57
Kääriäläntie,,101,325
Laamastintie,,62,118
Lahdenmäentie,,71,185
Lampisenkuja,,1,3
Lampitie,,9,25
Lampolantie,,179,329
Laurintie,,2,11
Lehtiniementie,,22,72
Leppäniementie,,40,70
Levälahdenmutka,,3,5
Liehuvantie,,7,45
Linnunnoukantie,,15,67
Lohilahdentie,,30,58
Lohjantie,,36,291
Luukontie,,29,243
Maahniementie,,46,284
Majatlahdentie,,203,285
Makoniementie,,15,
Maljalantie,,102,869
Maljamäentie,,14,186
Martti Talvelan Tie,,42,114
Metsä-Lohjantie,,59,118
Metsärannantie,,19,31
Miekkaniementie,,10,59
Mikkelintie,,1,63
Mikontie,,,
Mullilantie,,46,60
Mustakankaantie,,2,90
Mustakorventie,,47,159
Mutasenkylä,,,
Muuntajantie,,1,13
Muuratsuontie,,52,87
Mäkilammentie,,128,
Mäkipellontie,,38,
Mämojantie,,75,99
Männikköniementie,,4,
Mäntyranta,,7,17
Neitvuorentie,,92,857
Nopolantie,,2,150
Nutikkakuja,,1,4
Ohmontie,,43,177
Oratinniementie,,29,158
Ostoniementie,,20,170
Outilanvirrantie,,71,303
Paasolantie,,148,
Paavonkuja,,3,5
Pajatie,,1,13
Parkanontie,,39,65
Parrutie,,5,59
Pekanrannantie,,47,67
Pekkolantie,,46,
Peltolammentie,,109,
Peltomäentie,,21,69
Penttilänmäentie,,47,177
Pesäniementie,,53,53
Petäjämäentie,,118,168
Petäjäniementie,,6,118
Petäänsaarentie,,172,253
Piekälänmäentie,,19,55
Piekälänsaarentie,,27,854
Pihlajatie,,6,
Pikoniementie,,33,
Pilkkangas,,,
Pitkälahdentie,,1,954
Pitkälahti,,,
Pitkäsuontie,,253,253
Pohossimentie,,38,
Porttimäentie,,23,91
Poste Restante,,,
Puolukkavuorentie,,31,31
Pyylahdentie,,17,60
Pyyniementie,,35,69
Päklahdentie,,10,93
Pölkinlahdentie,,1,3
Pölkinlahti,,1,3
Raamitie,,1,10
Rahilammentie,,12,
Rantakyläntie,,75,
Rantaniementie,,19,70
Rantatie,,1,15
Rapionvuorentie,,155,159
Rasankyläntie,,148,542
Raudanlahdentie,,3,267
Rauhantie,,2,4
Reinrannantie,,16,16
Reposentie,,37,465
Rinnetie,,1,10
Ristonlahdentie,,,
Romulahdentie,,39,47
Rupakonvirrantie,,38,554
Ruskiontie,,19,47
Saarenlahdentie,,54,74
Saarutlahdentie,,150,210
Sahalantie,,1,28
Sahantie,,,
