street_fi,street_sv,lono,hino
Ahokatu,,1,16
Aittolankatu,,1,16
Allunkatu,,1,19
Asentajankatu,,2,14
Autoilijantie,,9,
Eeliksenkatu,,1,26
Eeronkatu,,1,17
Elfintie,,20,24
Elijärventie,,343,535
Esterinkatu,,1,9
Heikosenkatu,,1,30
Hiihtomajantie,,25,
Hirmunkatu,,2,35
Hirvonkatu,,1,42
Huoltajankatu,,1,16
Iikankatu,,1,12
Impivaarankatu,,1,18
Iso-Törmänkatu,,4,
Jousimiehenkatu,,2,18
Juhaninkatu,,1,24
Jukolankatu,,1,17
Jungonkatu,,1,17
Juusonkatu,,2,35
Jämpsänkatu,,1,16
Kaarlonkatu,,3,19
Kaivolammenkatu,,2,20
Kallenkatu,,2,12
Karikonkatu,,1,11
Karjalahdenkatu,,1,36
Kartunkatu,,2,11
Katiskonkatu,,1,12
Katiskonkuja,,1,
Kerttulantie,,27,
Keskikatu,,3,36
Kimarinkatu,,3,13
Kinkelinkatu,,3,9
Kiveliönkatu,,26,36
Kivikonkatu,,1,25
Korteniemenkatu,,2,14
Kuikankuja,,1,
Kukkosenkatu,,4,14
Kuokkalankatu,,2,8
Kurosentie,,11,
Kyllikinraitti,,1,7
Laurinkatu,,1,24
Liuskinkatu,,1,21
Lumikontie,,1,30
Lähdekuja,,1,5
Länkimaantie,,1,3
Mattilankatu,,1,16
Mekaanikonkatu,,1,6
Myllytie,,8,30
Mäkelänkatu,,5,12
Mäkikatu,,2,23
Mäkipolku,,4,10
Nauskankatu,,1,16
Neidonkengänkierros,,1,22
Näsiänkierros,,2,22
Opettajankatu,,31,41
Pekulankatu,,1,10
Pentinkatu,,1,11
Perta-Aapantie,,1,235
Pertaharjuntie,,29,43
Pertakatu,,1,22
Perttusenkatu,,2,60
Peräkuja,,1,
Perälänkatu,,1,24
Petterinkuja,,1,
Pirjerinkuja,,2,8
Porkontie,,2,
Rantaharjuntie,,18,29
Rasiinakatu,,,
Rauhalankatu,,1,9
Rekryytinkatu,,1,25
Reservikomppaniankatu,,1,19
Resiinakatu,,1,
Riistamiehentie,,2,36
Ristikankaankatu,,14,45
Ristikatu,,1,15
Ristonkatu,,3,
Sammonkatu,,1,8
Sattumankatu,,1,34
Simeoninkatu,,1,25
Sivakankatu,,4,80
Sivakkavaarantie,,135,
Sofiankatu,,2,34
Solalankuja,,3,5
Sommankatu,,1,12
Studiokatu,,3,
Suokatu,,3,5
Tervaharjunkatu,,4,16
Tietokatu,,1,6
Timonkatu,,1,9
Toukolankatu,,1,10
Tulkinkatu,,2,16
Tulkinkuja,,1,
Tuomaalankatu,,1,23
Tyynelänkatu,,7,62
Vaarakatu,,1,19
Valajankatu,,1,14
Verkkokatu,,34,45
Viertolankatu,,1,23
Vilhonkatu,,2,12
Vilminkatu,,17,36
Vittasuontie,,,
Vähäntie,,1,59
