street_fi,street_sv,lono,hino
Ahmovaarantie,,7,753
Halolanpääntie,,61,572
Hovisuontie,,1,247
Iisakinlammintie,,55,91
Immolantie,,11,429
Joensuuntie,,1888,3605
Kallioniementie,,60,
Kelosuontie,,21,422
Keskitalontie,,14,36
Kilkantie,,48,
Kivirannantie,,79,
Kolintie,,10,534
Komakantie,,53,57
Kopravaarantie,,23,463
Kuurnalantie,,6,46
Käytäväntie,,9,131
Lintusärkäntie,,2,
Louhiniementie,,75,137
Louhisuontie,,58,
Markkulantie,,12,
Martonvaarantie,,10,465
Mellihtanvaarantie,,423,
Metsärannantie,,1,109
Mineraalintie,,2,257
Myllykoskentie,,34,46
Napakalliontie,,4,72
Ojalantie,,50,
Orilouhentie,,233,302
Ovaskalanlahdentie,,1,125
Peräläntie,,3,15
Peukaloniementie,,83,88
Pirttikummuntie,,59,89
Pitkänniementie,,27,133
Poste Restante,,,
Purola,,,
Rajalanvaarantie,,302,
Ranta-Ahontie,,58,171
Rantakyläntie,,27,748
Rantamäentie,,22,66
Rasivaarantie,,112,488
Repolahdentie,,17,19
Ruostekalliontie,,52,
Ruunasuontie,,143,319
Ryynäskyläntie,,33,430
Saarela,,,
Saarijärventie,,20,70
Savikyläntie,,3,605
Savilahdentie,,7,433
Savilahti,,,
Sorjola,,,
Suonrannantie,,5,68
Särkäntie,,33,61
Talviniementie,,64,90
Telynvaarantie,,5,225
Tuopanjoentie,,110,1170
Tuopanvaarantie,,18,428
Uittoniementie,,71,121
Valtalantie,,36,48
Valtatie,,2,
Venevalkamantie,,45,80
Yökyöpelintie,,86,131
