street_fi,street_sv,lono,hino
Aukantie,,50,70
Haukantie,,3,120
Hietalankulmantie,,41,161
Hietalankumantie,,,
Häihäläntie,,12,126
Kaunistontie,,14,501
Keskimaantie,,14,125
Koivumäentie,,74,80
Koosanmaantie,,7,570
Kuljunmaantie,,65,470
Laaksontie,,41,
Lapintie,,67,
Lepistöntie,,10,85
Levomäentie,,2,409
Luojunseläntie,,7,221
Lylysmäentie,,10,70
Mantelistontie,,6,58
Moisionpolku,,25,33
Moisiontie,,10,540
Mustankorventie,,25,75
Niementie,,21,80
Ojasenkulmantie,,30,228
Ollilankulmantie,,23,175
Oriniementie,,11,488
Peltolantie,,48,
Perävirranpolku,,100,130
Poutalankulmantie,,10,450
Punkamokantie,,22,
Raijaantie,,33,201
Ristikalliontie,,3,65
Sammakkavuorentie,,66,196
Sammaljoentie,,5,525
Silmäkalliontie,,67,
Sörkäntie,,6,130
Teiniementie,,1,415
Teinilänkulmantie,,16,150
Törmänpolku,,10,28
Uotilankulmantie,,115,117
Uutelantie,,30,80
Vahairantie,,150,170
Vesilahdentie,,375,1210
Vuori-Mokantie,,375,379
Välimäenkulmantie,,64,120
Ylisenkulmantie,,30,
