street_fi,street_sv,lono,hino
Ahmolantie,,1,11
Asuntopolku,,4,
Eteläntie,,270,346
Harjuntie,,1,20
Kauppis-Heikintie,,1,32
Kenttäpolku,,1,
Kyllikinniemi,,1,6
Leimapojankatu,,1,14
Levytie,,2,8
Maneesintie,,9,53
Muinaisrannantie,,,
Nurkkalantie,,14,56
Peltosalmentie,,1,28
Pengerpolku,,3,
Perkkiönkatu,,3,11
Pielavedentie,,77,161
Pienijärventie,,1,12
Puistopolku,,10,
Pääskynpolku,,1,5
Rasikatu,,2,
Rastaanpolku,,1,4
Sahatie,,1,9
Sahurinkatu,,2,40
Salmenrannantie,,580,620
Soraharjuntie,,1,26
Tanhukuja,,1,6
Tasalantie,,2,11
Ulmalantie,,20,322
Urheilukuja,,4,
Viiksisiipankuja,,1,35
