street_fi,street_sv,lono,hino
Elämäjärventie,,1867,2643
Hakkiokankaantie,,101,734
Hepomäentie,,79,87
Hiidenkyläntie,,200,364
Hiidenmäki,,10,12
Hiidenniementie,,162,343
Hiidenniemi,,,
Hyvösentie,,2,48
Isohiekantie,,31,71
Jokisalontie,,200,250
Jyväskyläntie,,1850,2564
Koivukuja,,48,58
Korpelantie,,2,22
Korpimäentie,,200,
Kuivaniementie,,188,200
Kutrinniementie,,6,73
Kähöntie,,34,68
Kököntie,,19,85
Latvastentie,,1133,1771
Leväniemi,,45,89
Lomakyläntie,,178,205
Lumperintie,,7,38
Lystiläntie,,39,269
Metsälahtela,,,
Metsälahtelantie,,53,103
Muteikontie,,53,272
Muurasjärventie,,46,857
Oravalantie,,127,403
Peningintie,,52,
Pennalanlahti,,50,88
Peurasaarentie,,,
Pitäjänmäentie,,50,1222
Puturinlahdentie,,44,62
Raatelahdentie,,21,25
Rummakontie,,530,
Rupsantie,,175,215
Selkäinjärventie,,65,160
Sihvonniementie,,10,
Suezintie,,30,888
Suoniementie,,15,29
Tervasalontie,,11,119
Tynnyripurontie,,85,
Uusitalontie,,22,80
Veihtiniementie,,64,128
Vitikkaniementie,,31,98
