street_fi,street_sv,lono,hino
Antilankuja,,2,
Anttilankuja,,2,14
Haaralantie,,8,
Hautalankuja,,2,4
Heikkiläntie,,3,
Henttulantie,,,
Hepoharjuntie,,5,7
Holapantie,,5,
Jokikyläntie,,1,68
Jussilantie,,2,
Kaakilantie,,3,
Kalliomaantie,,15,
Karppisentie,,4,
Kotkenusaho,,,
Kutulantie,,1,
Kärpäntie,,1,
Lahtikyläntie,,,
Lehontie,,,
Lohelantie,,1,3
Mastotie,,1,
Mustantie,,7,17
Mäkelänkuja,,1,
Niemeläntie,,4,9
Nivankoskentie,,5,
Oltavantie,,4,
Peräläntie,,5,15
Pesäläntie,,12,
Potkuntie,,1,77
Puirovantie,,3,
Puolangantie,,120,291
Puutturintie,,2,279
Rantatie,,1,
Rasintie,,1,
Rintalantie,,3,5
Ruosteojantie,,10,
Saarentie,,2,
Simunankuja,,1,
Talasniementie,,8,
Toivolankuja,,1,
Tuomelantie,,1,9
Vaaraojantie,,10,
Vanhakuja,,1,
Yli-Utoksentie,,10,1500
Ylikiimingintie,,7,53
Ylitalontie,,3,
