street_fi,street_sv,lono,hino
Aamukuja,Morgongränd,1,12
Airistonkaari,Airistobågen,13,30
Airistontie,Airistovägen,82,702
Aittakallio,Bodberget,2,6
Aittakalliontie,Bodbergsvägen,1,16
Aittakuja,Bodgränd,2,5
Almarsundintie,Almarsundsvägen,24,38
Antnäsintie,Antnäsvägen,11,80
Apilapolku,Klöverstigen,4,13
Arkitie,Söckenvägen,2,24
Attu,,,
Atun Kartanontie,Attu Gårdsväg,4,163
Atun Mellangårdintie,Attu Mellangårdsväg,81,321
Atuntie,Attuvägen,23,1025
Aurinkokuja,Solgränd,2,4
Aurinkoranta,Solstrand,1,17
Backuddantie,Backuddavägen,117,146
Bergvallantie,Bergvallavägen,6,36
Bergvikinpolku,Bergviksstigen,2,18
Bergvikintie,Bergviksvägen,7,43
Betonikuja,Betonggränd,1,6
Björkholman Kappelitie,Björkholms Kapellväg,14,20
Björkholman Mökkikylä,Björkholms Stugby,9,39
Bläsnäsinkuja,Bläsnäsgränd,3,5
Bläsnäsintie,Bläsnäsvägen,1,42
Blömanintie,Blömansvägen,11,27
Bockabergintie,Bockabergsvägen,12,115
Bodantie,Bodavägen,1,290
Bodnäsin Rantatie,Bodnäs Strandvägen,15,162
Bodnäsintie,Bodnäsvägen,11,340
Bofjärdintie,Bofjärdsvägen,7,106
Brobakantie,Brobackavägen,1,13
Brännvikintie,Brännviksvägen,8,40
Bäckdal,,13,29
Bölentie,Bölevägen,10,58
Dalängintie,Dalängsvägen,28,56
Domarbyntie,Domarbyvägen,9,32
Eden,,22,
Edet,,22,56
Elmgrenintie,Elmgrenvägen,1,13
Ersbyn Rantatie,Ersby Strandväg,36,171
Ersbynpolku,Ersbystigen,1,10
Ersbynraitti,Ersbystråket,13,19
Ersbyntie,Ersbyvägen,4,41
Etelätuuli,Sunnanvinden,,
Evankalliontie,Evasbergsvägen,1,103
Fallbölenpolku,Fallbölestigen,12,23
Fallbölentie,Fallbölevägen,23,154
Fallsvikintie,Fallsviksvägen,6,46
Finbynmäki,Finbybacken,3,
Finbyntie,Finbyvägen,1,88
Finnberginkatu,Finnbergsgatan,3,15
Finnbodantie,Finnbodavägen,29,96
Finnängintie,Finnängsvägen,1,73
Fiskarsintie,Fiskarsvägen,,
Fladantie,Fladavägen,25,92
Fleminginkuja,Flemingsgränden,1,5
Fredrikanaukio,Fredrikaplanen,1,6
Gammelgårdintie,Gammelgårdsvägen,20,62
Gobbaksentie,Gobbasvägen,5,35
Gottorpinkatu,Gottorpsgatan,1,
Grankullankatu,Grankullagatan,1,10
Granvikinraitti,Granviksstråket,28,102
Granvikintie,Granviksvägen,51,778
Grisbölentie,Grisbölevägen,1,29
Gräggbölentie,Gräggbölevägen,5,60
Grässvedintie,Grässvedsvägen,10,74
Gunnarsnäsintie,Gunnarsnäsvägen,16,74
Gunskogantie,Gunskogavägen,67,284
Görlahdentie,Görlaxvägen,2,25
Haantie,Hagvägen,2,21
Hakalehdonkatu,Hagalundsgatan,,
Hakalehdontie,Hagalundsvägen,1,18
Hakaniementie,Hagauddavägen,19,55
Halssilantie,Halssilavägen,32,100
Haradsholman Länsitie,Haradsholms Västerväg,22,66
Haradsholman Pohjoistie,Haradsholms Norrväg,7,103
Haradsholman Rantatie,Haradsholms Strandväg,8,56
Haradsholmantie,Haradsholmsvägen,50,323
Harjunniementie,Åsuddsvägen,2,15
Haukkapolku,Hökstigen,2,8
Havutie,Barrvägen,1,10
Heisala,,43,
Heisalantie,Heisalavägen,1,483
Henreninmäki,Henrenbacken,1,
Herukkapolku,Vinbärsstigen,1,10
Hessundintie,Hessundsvägen,2,35
Hiekkarinne,Sandbrinken,1,13
Hietapellonkatu,Sandåkersgatan,1,12
Hirvipolku,Älgstigen,1,6
Hoggaisten Polku,Hoggaisstigen,6,29
Hoggaisten Rantatie,Hoggais Strandväg,12,132
Holmon Rantatie,Holmo Strandväg,6,62
Holmontie,Holmovägen,2,156
Hopbakankatu,Hopbackagatan,1,31
Hopeakaivoksentie,Silvergruvsvägen,46,88
Horsvikintie,Horsviksvägen,40,50
Hunäsinkuja,Hunäsgränden,2,18
Hunäsinpolku,Hunässtigen,21,25
Hunäsintie,Hunäsvägen,18,112
Huvilakatu,Villagatan,1,23
Hyvilempintie,Hyvilempvägen,16,553
Hägnantie,Hägnavägen,23,47
Hällnäsintie,Hällnäsvägen,3,12
Härkiluodontie,Härkilotvägen,16,24
Hästnäsintie,Hästnäsvägen,68,166
Iltakuja,Aftongränd,2,9
Iltatuuli,Kvällsbrisen,2,7
Ippustentie,Ippusvägen,11,57
Isokaarre,Storsvängen,1,11
Isoniityntie,Storängsvägen,1,37
Isorannantie,Storstrandsvägen,35,160
Itäpellontie,Österåkersvägen,12,14
Jalavatie,Almvägen,2,5
Jenkkapolku,Schottisstigen,1,6
Jermo Tammo,,47,1008
Jermon Rantatie,Jermo Strandväg,1,500
Jermontie,Jermovägen,16,185
Jungmanninrinne,Jungmannsbrinken,2,6
Juolukkapolku,Odonstigen,1,6
Jupiterinkatu,Jupitergatan,1,20
Jussinniityntie,Jonsängsvägen,2,17
Jäkäläkuja,Renlavsgränd,1,6
Jäkälätie,Renlavsvägen,1,17
Jänispolku,Harstigen,2,9
Jättekastentie,Jättekastvägen,2,14
Kaislakuja,Sävgränd,1,
Kaivostie,Gruvvägen,,
Kaivotie,Brunnsvägen,2,21
Kalastavan Kissan Kuja,Fiskande Kattens Gränd,1,48
Kalkilantie,Kalkilavägen,12,250
Kalkkisatamantie,Kalkhamnsvägen,2,
Kalkkitehtaantie,Kalkverksvägen,,
