street_fi,street_sv,lono,hino
Aamunkajo,,1,15
Adalmina,,1,7
Aholantie,,14,
Haltijanpolku,,1,32
Haukkamäentie,,1,6
Hietarannantie,,1,24
Hiidenpolku,,1,8
Hukanraitti,,1,14
Huuhintie,,14,
Höytiäisentie,,2,8
Ihalaisenkatu,,,
Ihastjärventie,,4,285
Imatrankatu,,1,21
Jukaransuontie,,17,21
Juuvinkyläntie,,2,24
Karhukangas,,4,
Karnuntie,,8,54
Keijunpolku,,1,26
Kirmasentie,,14,39
Kivimäentie,,7,35
Kiviniementie,,6,14
Kopinontie,,,
Korpelantie,,13,
Korpilaaksontie,,4,19
Kortelammentie,,,
Korteniementie,,2,28
Kuhanperäntie,,7,15
Kultakutri,,1,8
Kurenseläntie,,1,29
Kuuruntie,,1,31
Kyröntie,,2,10
Lahdenpohjantie,,1,3
Lahnasalmentie,,4,12
Lavilankatu,,1,10
Luodemäentie,,,
Maahisentaival,,1,9
Menninkäisentaival,,1,6
Metsäpelto,,1,6
Miitronmäki,,2,14
Murtoniementie,,11,31
Myllytilantie,,8,15
Närvälänkatu,,8,
Paajalantie,,3,46
Paimenpojanpolku,,1,15
Pattoinsilta,,4,
Peikonkuja,,1,6
Peikonpolku,,1,19
Peisinkorventie,,10,40
Pekkolantie,,2,14
Peräkangas,,1,9
Peräsuontie,,5,23
Pikonmäentie,,1,11
Pillipiiparinkuja,,2,13
Pirttiahontie,,1,14
Porosaari,,20,
Porrassalmenkatu,,75,77
Pullialanniementie,,3,29
Punahilkantie,,6,
Päivänsäde,,2,20
Raasuli,,4,6
Rasiahontie,,4,29
Raudunkatu,,2,34
Riikolankatu,,1,20
Ruususenkuja,,1,14
Röllinpolku,,1,
Sara-Ahontie,,2,20
Satukirjankatu,,1,17
Savisillantie,,2,
Savisilta,,,
Sepänlahdentie,,2,
Suonsaarentie,,39,40
Särkijärventie,,,
Särkitaipaleentie,,1,7
Sääskintie,,7,
Tarsalantie,,,
Tontunrinne,,,
Tontuntaival,,1,36
Tuhkimonpolku,,1,13
Turkkankaantie,,1,
Tähtisilmä,,1,6
Valkeajärventie,,2,8
Valoharjuntie,,7,9
Vehkakorventie,,9,19
Vehkasaarentie,,9,17
Vääräläntie,,33,
Ylä-Tarsalantie,,8,10
