street_fi,street_sv,lono,hino
Aapontie,,3,29
Dyynipolku,,4,
Eerontie,,1,30
Fatijärventie,,2,90
Hiekkalantie,,6,6
Huvikummuntie,,9,125
Impivaarantie,,3,11
Juhanintie,,2,55
Kaanaan Ala-Asteenkoulu,,,
Kaanaantie,,3,75
Kanttorintie,,1,18
Karhuluodontie,,85,188
Karhuluoto,,,
Kesäkatu,,4,
Kesätie,,11,13
Kiiskintie,,3,21
Killintie,,1,8
Kolpantie,,30,
Kortejärventie,,16,
Kumpuluodontie,,14,23
Laurintie,,3,8
Levo,,,
Levontie,,35,95
Länsitalontie,,14,36
Mantuksentie,,1,12
Maritinantie,,1,5
Pastoviikintie,,40,
Pookintie,,1,29
Puttipolku,,1,
Rantapolku,,4,
Santalantie,,1,14
Santojentie,,3,15
Saralantie,,1,17
Simeonintie,,1,12
Sipintie,,1,
Tervahaudantie,,1,5
Timontie,,1,10
Titaanitie,,1,
Tuomaantie,,1,10
Uudenpellontie,,3,13
Valkontie,,1,20
Vanhanpellontie,,4,21
Yyteri Santala,,,
Yyterinsantojentie,,1,12
