street_fi,street_sv,lono,hino
Ahdinkatu,,3,15
Ahlströmintie,,14,23
Ahmankatu,,1,8
Alahovintie,,1,11
Alhonkatu,,2,31
Antintie,,2,7
Brunilankatu,,2,8
Emännänraitti,,3,
Eskolantie,,2,20
Eteläinen Karjalantie,,3,9
Halkosenkuja,,2,20
Hallikatu,,1,3
Hans Ahlströmin Tie,,36,
Harjanteenkatu,,6,29
Heposenkatu,,1,19
Hortolankatu,,1,45
Hortonkuja,,5,9
Hurukselantie,,69,117
Hyötytie,,100,
Insuliitintie,,21,30
Isännänraitti,,1,10
Jalmarinraitti,,2,4
Jumalniementie,,1,14
Jumalniemi,,,
Kaakonkulma,,3,7
Kalervonkatu,,1,10
Kalevantie,,1,
Kalliokoskenkatu,,1,76
Kalliokoski,,,
Kangaskatu,,1,23
Kanta-Marttilankuja,,1,8
Karhinkatu,,1,31
Karhukuja,,2,5
Karhulan Hovin Tie,,1,1
Karhulantie,,9,132
Karhunkatu,,1,28
Karjalantie,,2,12
Kartanonkatu,,5,
Kaukonkatu,,1,12
Kaunismäenkatu,,1,8
Kehätie,,9,70
Keskikatu,,2,8
Ketokuja,,1,3
Ketunkuja,,1,3
Kihlinkatu,,1,24
Kirkonmäki,,,
Kokkolankatu,,3,15
Kokkovuorenkatu,,2,26
Korpikatu,,2,31
Korsulankatu,,1,43
Kosselinkatu,,1,16
Koukkukatu,,1,16
Kullervonkatu,,1,16
Kunnarinkuja,,9,38
Kymijoentie,,1,32
Kyminlinnantie,,1,22
Kyminsuu,,,
Kyminsuunranta,,47,
Kyminsuuntie,,25,226
Kyyhkylänkuja,,1,22
Käpylänkatu,,1,30
Laitakatu,,1,58
Laitakuja,,2,4
Lasimestarintie,,5,9
Lehtokuja,,1,23
Lennartinraitti,,1,7
Leskenkatu,,1,24
Liimataisenkatu,,2,12
Lähteenkatu,,1,9
Malminginkatu,,1,16
Marttilankatu,,1,14
Matkakuja,,2,6
Mielikintie,,1,41
Mikkelinkatu,,1,15
Muuralankuja,,1,6
Myllytie,,1,4
Mällinkatu,,1,27
Mällinmutka,,1,6
Niittykatu,,1,20
Nyyrikinkatu,,1,22
Osmonkatu,,1,18
Otsolanraitti,,15,
Paanasenkuja,,2,16
Pajamäenkatu,,2,47
Pajatie,,32,96
Parilankatu,,1,14
Pellonpäänkuja,,3,34
Poste Restante,,,
Pylkönmäenkatu,,3,37
Pätkäkatu,,1,3
Raakunkuja,,1,4
Ratakatu,,4,22
Rauhalankatu,,2,41
Reinolankatu,,1,27
Ristikatu,,4,7
Romminkuja,,1,17
Sahaniementie,,28,50
Sammonaukio,,2,6
Sammonkatu,,9,28
Sampokuja,,4,6
Seponkatu,,2,25
Siirinraitti,,1,3
Sudenkatu,,2,17
Suntionkatu,,1,27
Suurniitynkatu,,1,32
Sylvesterinraitti,,6,
Syrjäkatu,,2,41
Syrjäpolku,,4,20
Tapiontie,,2,54
Temppelikatu,,18,48
Tiilikuja,,9,
Tikankatu,,1,18
Toivelinnankatu,,2,4
Uittoväylä,,10,
Ukonkatu,,1,23
Untamonkatu,,1,18
Urheilukatu,,1,
Uusikyläntie,,1,17
Vallesmanninkatu,,4,12
Vapalanmäentie,,22,
Vesitorninkatu,,2,4
Vesivallinaukio,,1,5
Vesivallintie,,11,29
Viljonpolku,,2,6
Virsumäentie,,4,108
Virsupolku,,1,7
Voudinkatu,,1,11
Väinönkatu,,1,16
Välikuja,,1,6
William Ruthin Katu,,1,18
Yhtiökatu,,2,16
Ylänkökatu,,1,23
Äpinkoukku,,6,8
