street_fi,street_sv,lono,hino
Alatie,,,
Aurela,,,
Emmantie,,2,14
Haittatie,,2,4
Hakalankatu,,,
Hakkarantie,,1,59
Halkoniementie,,45,57
Hautala,,,
Hautalantie,,1,5
Iitsalontie,,7,419
Jousniementie,,15,96
Kaarnatie,,3,6
Kaivola,,,
Kallula,,,
Kangastie,,5,11
Kansakoulutie,,1,4
Karhitie,,3,5
Karilankulma,,,
Karilantie,,1,15
Karoliinantie,,1,17
Kaunolantie,,1,11
Kauppatie,,1,6
Kemppaala,,,
Keskustie,,82,465
Ketolantie,,,
Kirkkotie,,1,12
Kivelä,,,
Kivenpolku,,1,4
Kiventie,,3,
Kivimaa,,,
Kivimäentie,,4,
Konginkankaantie,,41,333
Koulukatu,,2,
Koulutie,,,
Kovasentie,,1,3
Kömintie,,1,10
Laitikantie,,35,76
Lapinniementie,,2,954
Lassila,,,
Lekojärventie,,1,280
Lepotie,,3,18
Majala,,,
Mariantie,,1,12
Marjoniementie,,4,89
Matilanvirrantie,,1666,2067
Mattila,,,
Metsätie,,5,
Mikkola,,,
Mäntyläntie,,1,4
Mäntyniementie,,6,70
Niemeläntorpantie,,46,
Paanala,,,
Pakarisentie,,15,85
Palolahdentie,,114,236
Palvelutie,,1,5
Pappilantie,,,
Parkkijärventie,,38,40
Peltokumpu,,,
Peltolahdentie,,63,142
Peräpohjantie,,17,273
Petäjäniementie,,24,317
Pistotie,,6,
Puistotie,,3,5
Puroahontie,,1,34
Raivionniementie,,70,140
Rantue,,1,8
Reinikantie,,110,114
Riihilahdentie,,116,532
Riihilahti,,,
Riihilehto,,,
Rinne,,,
Saarisentie,,1,37
Saarnaniementie,,5,62
Saharannantie,,20,38
Setäläntie,,20,181
Sikaniementie,,89,163
Sumiaistentie,,226,
Suonpääntie,,1,5
Taavetintie,,2,9
Teollisuustie,,51,63
Tuomela,,,
Törmäläntie,,1,7
Uotila,,4,
Uunontie,,1,5
Veikkolantie,,,
Vihtalahti,,,
Välitie,,1,11
Välskärintie,,2,11
Yrjöläntie,,2,19
