street_fi,street_sv,lono,hino
Aittamäentie,,11,73
Hiirentie,,6,232
Hutunmäentie,,19,103
Jousikankaantie,,1,26
Joutsenontie,,354,826
Jysinmäentie,,9,299
Kaarnantie,,380,712
Kaijanjärventie,,51,78
Kansolantie,,12,178
Kattilanmäentie,,33,101
Klingentie,,7,85
Kokkilantie,,27,155
Kolarintie,,122,248
Konnuntie,,36,994
Korvenhoikantie,,5,79
Kukkosenmäentie,,27,122
Kultasentie,,17,37
Kylmäojantie,,11,
Käräjärventie,,1,23
Laihalantie,,618,681
Lautalantie,,2,11
Lotjantie,,1,61
Maijoontie,,81,129
Marttilantie,,33,775
Metallitie,,1,
Metsäkansolantie,,156,230
Myräntie,,23,655
Niemeläntie,,63,67
Nikunlammentie,,58,112
Nikuntie,,10,41
Nuijamaantie,,1260,1753
Pihkalanjärvenkuja,,2,
Pihkalanjärventie,,3,18
Pikonsuontie,,12,54
Pällintie,,1,22
Rajatie,,5,395
Rapattilantie,,906,1341
Riihelänkuja,,6,42
Ruokolantie,,12,147
Räihäntie,,2,17
Rättiläntie,,1,25
Sieralammentie,,40,160
Suikinmyllyntie,,18,150
Suikintie,,67,261
Tammionpolku,,1,35
Tammiontie,,5,
Tassiantie,,1,14
Temolantie,,1,8
Torikantie,,3,5
Turtianmäentie,,38,196
Uustalontie,,7,41
Vakkilantie,,68,207
Viljakaisenrinne,,3,
Vortsantie,,35,99
Vuorenpolvenkuja,,1,
Vuorenpolventie,,1,14
