street_fi,street_sv,lono,hino
Aholantie,,1,27
Ahopelto,,2,16
Ahtolehdonkuja,,40,64
Aimolantie,,1,31
Alarannantie,,2,
Alarinteenpolku,,1,5
Alarinteentie,,5,
Alatalontie,,16,98
Aliverstaankuja,,1,3
Ampujantie,,1,25
Annanpolku,,1,5
Aurinkokuja,,,
Carlanderintie,,3,58
Elopelto,,1,20
Fastintie,,16,294
Fiskars,,,
Haapalantie,,3,
Haapasalontie,,2,52
Haukilahdentie,,2,11
Havulehdonkuja,,30,32
Havulinna,,1,
Herukkatie,,2,16
Hevosmiehentie,,1,13
Hitsaajankuja,,1,4
Hoitajantie,,1,11
Huvituskuja,,1,6
Hylsykuja,,1,6
Hämeenojankuja,,3,34
Hämeenojantie,,3,35
Ilmattarenkuja,,1,18
Impilinna,,,
Intolantie,,3,54
Jokirannankuja,,2,28
Juhlatalontie,,1,14
Kalliolinnankuja,,1,12
Kalliolinnantie,,2,4
Kalliomaantie,,1,12
Kanelikuja,,1,7
Kangasrousku,,1,28
Kantarelli,,1,10
Karhulanmäki,,16,28
Kariniementie,,1,18
Kaukolantie,,67,81
Kaunisnummentie,,13,201
Kaunisnummi,,1,
Kaunistonrinne,,2,5
Kaurahalme,,1,19
Kellokoskentie,,1,243
Kesäheinänkuja,,1,6
Kirsikkatie,,4,12
Kirvesmiehentie,,1,27
Kisällintie,,1,17
Koivulehdontie,,3,10
Korkeamäentie,,35,125
Koulutie,,2,20
Kukkupakankuja,,2,11
Kumpulankuja,,4,18
Kumputie,Klubbvägen,1,8
Kuntotaival,,2,
Kuukunen,,1,5
Kuulaskuja,,1,6
Kuusilehdonkuja,,50,64
Kämmekkä,,26,
Latoniitty,,1,7
Leppäsillantie,,21,76
Linjatie,,82,640
Lintulehdonkuja,,18,57
Luotikuja,,2,6
Luotipolku,,3,5
Luumutie,,2,10
Lääkärintie,,1,30
Majamäentie,,18,138
Mestarintie,,1,19
Metsäkuja,,23,51
Metsämajantie,,10,98
Metsäpirtintie,,57,69
Mäkitie,,2,17
Männistöntie,,1,14
Mäntyrinteentie,,1,3
Nallikuja,,1,6
Niittykulmantie,,123,311
Norolankuja,,30,54
Nummimetsäntie,,14,16
Nummitatti,,1,12
Nystenintie,,4,6
Ohrahuhta,,2,12
Ojankotie,,1,10
Omenalahdenpolku,,4,
Omenalahdentie,,2,37
Omenaniitynkaari,,4,26
Oppipojantie,,2,16
Orakas,,1,10
Orasmaa,,1,16
Panoskuja,,1,4
Patruunakuja,,1,6
Pellonpää,,1,6
Pestitie,,3,13
Pihlajistonkuja,,24,28
Pihlajistonpolku,,12,104
Pihlajistontie,,13,210
Pistolantie,,,
Pitkälänpolku,,,
Pohjanojantie,,4,6
Poste Restante,,,
Poutalankuja,,,
Poutalantie,,,
Pränninkuja,,1,
Pränninpolku,,,
Purotie,,2,24
Päivämiehenkuja,,3,10
Päivärinne,,9,29
Päivättärentie,,,
Päivölänraitti,,2,
Päärynätie,,1,7
Raiviotie,,1,20
Rajalinnantie,,2,18
Rantahorsma,,24,
Rantapuistontie,,2,15
Reinilä,,8,36
Repsikantie,,1,14
Riiheläntie,,1,50
Rinnetie,,3,10
Roinilantie,,3,
Ruisvainio,,1,22
Rutalahdenkuja,,22,
Rutalahdentie,,13,107
Ruukinkuja,,1,10
Ruukinpolku,,1,5
Ruutikuja,,1,4
Rypäletie,,1,20
Salmelantie,,1,17
Saunarannankuja,,1,8
Siltalankuja,,1,6
Siltalantie,,1,16
Suviniitty,,1,9
Sydänmaantie,,5,184
Syvälahdentie,,1,18
Sällintie,,1,6
Takametsäntie,,8,73
Taksvärkkikuja,,1,7
Talkookuja,,1,12
Talousrakennus,,3,16
Toimelantie,,1,29
Tominpolku,,2,
Torpparintie,,1,36
Tähkäpää,,1,18
Törmäkuja,,1,8
Ukonhattu,,1,10
Urpolantie,,1,8
Vaatturin Kiertotie,,1,32
Vaatturinpolku,,1,4
Vanha Talvitie,,17,118
Vanha Valtatie,,124,214
Vesitorninpuisto,,,
Yliverstaankuja,,1,4
Ylännetie,,2,9
