street_fi,street_sv,lono,hino
Ahtolantie,,8,14
Aitainmäenranta,,5,17
Ala-Pärrin Tie,,8,67
Antinsaarentie,,26,34
Antinsaari,,75,
Aromäentie,,13,
Aunessalmenkatu,,2,26
Aunessalmenkuja,,4,
Haavistonkatu,,3,23
Haavistonkuja,,1,8
Haukinokantie,,2,21
Haukkaniementie,,2,147
Haukkatie,,15,34
Havupuuntie,,18,31
Hevossaarentie,,20,47
Huhtisaarentie,,28,34
Huikulankatu,,2,16
Hulkkiontie,,16,56
Iso-Liirin Tie,,38,50
Ison Kolujärven Tie,,8,94
Jaakkolantie,,7,248
Jänöntie,,33,41
Järvenperäntie,,1,172
Kahnankatu,,2,
Kaitavedentie,,955,1300
Kansakouluntie,,13,80
Kapukiventie,,35,99
Karikontie,,10,46
Kaunistonlahti,,10,156
Kaunistonpohjantie,,12,18
Kaunistontorpantie,,76,84
Ketunhännänhaara,,19,66
Ketunhännäntie,,2,104
Kiviojanranta,,24,
Koiraniityntie,,6,20
Koiranpäänniemi,,6,
Koivusentie,,11,22
Kolunkyläntie,,10,338
Kolunperä,,8,31
Koppa-Kallen Tie,,3,25
Korkeepirtinkatu,,2,15
Kotirannantie,,52,160
Kotkanniementie,,3,161
Kovasinnokantie,,11,43
Kukkasniementie,,8,39
Kukonjärventie,,3,72
Kukonsaarentie,,5,70
Kulkkilan Isosaari,,2,
Kulomäentie,,6,42
Kulonnokantie,,15,56
Kultarannantie,,4,26
Kurjentie,,5,116
Kuusjärventie,,7,265
Kuusniementie,,32,708
Kämmenmaankatu,,2,73
Kämmenniemenkatu,,7,46
Kämmensuonkatu,,1,9
Käälahdentie,,14,54
Kääniementie,,35,230
Lahdenrannantie,,8,18
Lammasniityntie,,33,63
Larkilantie,,7,36
Lehtomäenkuja,,1,12
Liirinmutka,,2,18
Liirintie,,58,265
Lintusaarentie,,10,128
Matehisenranta,,23,43
Metsäläntie,,16,30
Mettisianniementie,,99,105
Meurenkallionkatu,,3,19
Meurenmoisio,,1,37
Meurenrinne,,1,
Mäntykalliontie,,20,38
Mäntynenäntie,,5,46
Mäyräntie,,19,31
Naalunvuorentie,,3,41
Neljäntuulentie,,23,27
Niemisennokantie,,1,169
Nokkavainiontie,,10,26
Nujulantie,,11,37
Nuorajärventie,,10,58
Paavolantie,,2,564
Pajamäentie,,7,18
Pajarintie,,19,79
Parikantie,,6,46
Pariladontie,,12,39
Pehkusuontie,,15,274
Pehkutaival,,6,14
Peräjärventie,,5,31
Pikku-Liirin Tie,,46,56
Pirilänkuja,,1,8
Piriläntie,,7,78
Pitkäjärventie,,2,140
Pitkälahdentie,,187,363
Pitkänokantie,,5,16
Poste Restante,,,
Pyrskäntie,,9,125
Pyykkirannantie,,5,30
Päiväjärventie,,3,301
Pänkäläntie,,10,36
Rauhalinnantie,,7,56
Rautsuntie,,16,41
Riihipohjantie,,1,12
Rintamamiestie,,1,23
Ripohuhdantie,,5,22
Ripojärventie,,4,48
Ripolahdentie,,24,
Riponiementie,,13,33
Ruisvainiontie,,7,25
Saarensalmentie,,5,17
Salamantie,,3,20
Salmenrannantie,,3,34
Sepänpajankatu,,1,22
Sinisenbussintie,,22,40
Sisaruspohjanranta,,26,34
Sisaruspohjantie,,16,130
Suppilonlahdentie,,35,46
Suppilonniementie,,32,73
Säynävälahdentie,,60,160
Säynäväntie,,5,29
Sääksniementie,,8,264
Taavankuja,,1,8
Talvinokantie,,2,94
Tapoonlahdenkatu,,1,11
Tapoonlahdenkuja,,1,8
Tapoonlahdenpolku,,1,3
Tervalahdentie,,7,230
Terälahdentie,,7,254
Tiilitehtaantie,,3,33
Tulosentie,,6,40
Tuomaanojantie,,9,91
Tähdentie,,8,46
Uittoniementie,,36,50
Ullakonvainio,,1,22
Vanha-Pärrin Tie,,8,25
Vattulantie,,16,219
Vertuuntie,,11,265
Viina-Heikin Tie,,41,62
Viitapohjantie,,29,547
Viraanlahdentie,,6,36
Voisaarentie,,35,59
Vähänsillantie,,19,33
Värmäläntie,,20,75
Äyrääntie,,3,13
