street_fi,street_sv,lono,hino
Airikkalanrinne,,5,15
Airikkalantie,,2,80
Aittakalliontie,,2,242
Ampumaradantie,,16,24
Anjantie,,2,14
Aronkallio,,12,18
Haarankuja,,8,14
Haaranpolku,,4,6
Haarantie,,10,36
Hangaskalliontie,,21,55
Heinäsuontie,,10,29
Helkuntie,,400,544
Hevospolku,,24,43
Hietakuja,,5,15
Hongismäentie,,2,32
Hongisojantie,,6,269
Hyypiänmäki,,2,99
Ilmolantie,,22,260
Isomäentie,,6,31
Kalliorannantie,,18,41
Kilpikallio,,15,28
Koivumäenkuja,,4,38
Kurrinkaari,,7,83
Kuuselantie,,41,104
Kuusihaantie,,22,51
Kynnysmäentie,,2,51
Kytöläntie,,3,50
Lakiasuonkuja,,4,22
Lakiasuontie,,11,134
Lehtipellontie,,22,52
Leikontie,,9,94
Leppälammentie,,11,269
Linnakummuntie,,3,16
Lintumäentie,,35,142
Lopentie,,3,56
Louhoksentie,,9,63
Lähilammentie,,4,30
Länsirannantie,,4,85
Maijantie,,3,6
Mansikkamäentie,,2,35
Mansikkarinne,,2,12
Metsähaka,,6,20
Metsäperäntie,,19,51
Metsärannantie,,1,20
Mustikkamäentie,,10,14
Mustintie,,26,80
Myyrinkuja,,12,27
Mäkikorventie,,6,78
Nummenpääntie,,9,709
Ojalantie,,22,106
Ollinkummuntie,,1,70
Paakanpolku,,2,16
Paanukorventie,,7,40
Palomäenkuja,,22,50
Paratiisinmäki,,14,59
Partiokorventie,,8,259
Patotie,,28,120
Perttulanmäki,,2,27
Perttulantie,,436,695
Petärinteentie,,40,160
Poste Restante,,,
Puokantie,,26,56
Raivantie,,31,53
Ritarinpolku,,6,22
Sahamäenkuja,,2,15
Sahamäenpolku,,1,82
Sahamäenrinne,,3,11
Sahamäentie,,6,121
Saharinne,,9,15
Santamäentie,,8,97
Saratie,,16,69
Satulinmäki,,10,32
Siirintie,,2,11
Sirkantie,,2,15
Suonojantie,,15,264
Suonrannankuja,,5,55
Suonrannantie,,15,275
Taipaleentie,,5,144
Tassukuja,,9,15
Tuhkurinkuja,,4,
Tuhkurinpolku,,1,8
Tuhkurinrinne,,1,6
Tuhkurintie,,1,20
Tuulikalliontie,,5,49
Uotilan Koulutie,,1,172
Uotilantie,,24,266
Valkjärventie,,113,576
Vanha Perttulantie,,17,135
Vanhankyläntie,,36,190
Vihkontie,,1,31
Viisaankuja,,3,17
Viisaantie,,1,55
Vuorelantie,,16,251
Yli-Juholantie,,2,30
Yli-Lepsämäntie,,305,663
Äijänkalliontie,,29,33
