street_fi,street_sv,lono,hino
Alaskantie,Alaskavägen,78,110
Amiralstorpintie,Amiralstorpsvägen,6,123
Anderbackantie,Anderbackavägen,47,317
Brinkbackantie,Brinkbackavägen,3,129
Bromarvintie,Bromarvvägen,1377,1855
Båthusudden,,18,73
Djupvikintie,Djupviksvägen,17,168
Fårtvättintie,Fårtvättsvägen,92,146
Grundsundintie,Grundsundsvägen,14,593
Grytuddintie,Grytuddsvägen,30,84
Hildebackantie,Hildebackavägen,1,75
Holkenintie,Holkenvägen,3,40
Kalvdalintie,Kalvdalvägen,29,190
Kansjärvintie,Kansjärvvägen,145,447
Kiluddintie,Kiluddsvägen,11,184
Kivitokintie,Kivitokvägen,23,135
Knopkägrantie,Knopkägravägen,134,294
Korsvikintie,Korsviksvägen,13,71
Kårbölentie,Kårbölevägen,20,437
Laxholmintie,Laxholmsvägen,16,62
Lillnäsintie,Lillnäsvägen,1,100
Lindbackantie,Lindbackavägen,31,60
Lundintie,Lundvägen,62,174
Maruddintie,Maruddsvägen,84,394
Norrsandintie,Norrsandsvägen,55,107
Notstrandintie,Notstrandsvägen,20,158
Omenatie,Äppelvägen,41,57
Orvlaxintie,Orvlaxvägen,7,667
Oxelvikintie,Oxelvikvägen,70,145
Padvantie,Padvavägen,88,1561
Piparuddintie,Piparuddsvägen,35,91
Poste Restante,,,
Prästön,,88,242
Prästösundintie,Prästösundsvägen,38,168
Pålaruddintie,Pålaruddsvägen,2,100
Pålarvintie,Pålarvvägen,8,67
Rekubyntie,Rekubyvägen,42,429
Revbackantie,Revbackavägen,5,245
Riilahdenkuja,Rilaxgränden,3,13
Riilahdentie,Rilaxvägen,5,354
Runsalantie,Runsalavägen,40,199
Rusthollinharju,Rusthollsåsen,1,40
Rävvikintie,Rävviksvägen,6,84
Råbergintie,Råbergsvägen,24,52
Skräddaruddintie,Skräddaruddsvägen,56,114
Smalsundintie,Smalsundsvägen,49,137
Snovikintie,Snoviksvägen,56,126
Solbölentie,Solbölevägen,91,600
Sollidintie,Sollidenvägen,9,59
Sydlandintie,Sydlandsvägen,40,380
Söderstrandintie,Söderstrandsvägen,8,275
Trollsjöntie,Trollsjövägen,21,
Trossbackantie,Trossbackavägen,3,88
Trykärrintie,Trykärrsvägen,97,129
Träsknäsudden,,37,114
Vanha Vättlaxvikintie,Gamla Vättlaxvikvägen,2,293
Varguddintie,Varguddsvägen,10,
Västersundintie,Västersundsvägen,120,322
Vättlaxintie,Vättlaxvägen,18,1392
Vättlaxvikintie,Vättlaxvikvägen,53,171
Öntie,Övägen,49,228
