street_fi,street_sv,lono,hino
Hakalankuja,,3,30
Hevonpääntie,,1,134
Härkämäentie,,4,410
Ikosojantie,,7,82
Joenniementie,,35,337
Joenniemi,,,
Kannelkuja,,25,50
Karsillantie,,1,138
Kihluantie,,23,
Kirkolantie,,22,130
Kissamäentie,,11,81
Koskuvintie,,23,
Kukkuramäentie,,14,96
Kulmalantie,,31,
Kurehirrentie,,41,
Laitiantie,,43,
Lindintie,,1,9
Malkaniementie,,71,
Miinanmäentie,,3,
Myllykoluntie,,4,18
Myllykseläntie,,1,310
Mökkipolku,,12,34
Padasjoentie,,456,748
Pajatie,,39,43
Pelto-Ojantie,,2,10
Pätiäläntie,,535,565
Rajasuontie,,271,305
Sopentie,,1,30
Talassaarentie,,3,
Tervajärventie,,8,
Tervapolku,,16,36
Tuukkalantie,,6,106
Yhdystie,,8,23
Äinäjärventie,,11,697
