street_fi,street_sv,lono,hino
Alinankuja,,2,10
Herralanniemi,,2,28
Herralanvaarantie,,6,27
Hukkahongantie,,8,
Karsikonraitti,,1,
Karsikontie,,1,7
Kiiskilänniementie,,2,12
Kuusiniementie,,8,84
Mantilantie,,1,7
Matalasalmentie,,5,5
Mesikkataival,,4,15
Mättääntie,,1,7
Mätäskuja,,2,18
Puronrantatie,,1,42
Putkinotko,,7,11
Siilotie,,1,12
Siiralanpolku,,1,
Sulkainen,,29,
Tuominotko,,4,8
Tyrävaaranpolku,,2,
Varisvaarantie,,4,65
Varpasentie,,128,253
Viekijärven Pitkäsaari,,33,
Viekijärven Varpasensaari,,79,292
Viekijärven Verkkosaari,,1,
Viekintie,,39,47
Virsulammentie,,5,
Virsuranta,,3,9
