street_fi,street_sv,lono,hino
Aholantie,Aholavägen,9,95
Alhonpolku,Dalstigen,14,48
Ali-Myyräntie,Ali-Myyrävägen,20,69
Asematie,Stationsvägen,5,346
Hakapellontie,Hagåkersvägen,5,33
Hiirentie,,4,6
Hirvialhontie,Älgvägen,3,355
Joki-Sistolan Tie,Joki-Sistolavägen,4,42
Kallenpolku,,3,
Keinupolku,Gungstigen,3,5
Kievarintie,,2,31
Kohvakanmäentie,Skrovisvägen,29,93
Koskensuuntie,Forsmynningen,10,36
Koulupolku,Skolstigen,3,
Kreiviläntie,Grevnäsvägen,363,
Kuhantie,,1,216
Kukkolanpolku,,5,10
Kumpulankuja,Kumpulagränden,8,79
Kuusikkotie,Granvägen,5,19
Kyttämaantie,Skyttevägen,15,25
Käkikoskentie,,4,256
Lamminalhontie,Lamminalhovägen,18,320
Lapinkalliontie,Lappbergsvägen,46,54
Lerkankuja,,1,5
Lerkantie,,2,8
Lipontie,,14,335
Maansaarentie,Markholmsvägen,32,136
Metsäpirtintie,Metsäpirttivägen,22,132
Mukkumäentie,Kullerbackavägen,2,9
Multamäentie,Mullbackavägen,16,74
Myllymäentie,Kvarnbackavägen,15,135
Myllytie,Kvarnvägen,8,42
Myrskyläntie,Mörskomvägen,1,697
Myyräntie,Myyrävägen,5,81
Mäkijärventie,,160,200
Mämmikorventie,Mämmikorpivägen,4,107
Männistöntie,Tallmovägen,,
Niementie,Uddvägen,22,90
Nuijamaantie,Nuijamaavägen,91,552
Ojalantie,Ojalavägen,37,
Pahalantie,Pahalavägen,1,25
Pajatie,,2,4
Peltomaantie,Peltomaavägen,16,
Pessalantie,Pessalavägen,40,
Porlammintie,Porlomvägen,774,1000
Puiratonkuja,,1,6
Puistokuja,,3,
Puntinmäentie,Punttibacksvägen,6,62
Pyhäjärventie,Pyhäjärvivägen,8,161
Rainiontie,Rainiovägen,1,65
Rajalahdentie,Råviksvägen,183,209
Raskalantie,Raskalavägen,7,
Ruhanniitty,,1,5
Ruhantie,,7,11
Sahakoskentie,Sågforsvägen,64,151
Saukkotie,Uttervägen,10,14
Soihtulantie,,3,8
Supliikintie,Supplikvägen,44,266
Suurikyläntie,Storbyvägen,42,164
Syvälahdentie,Djupviksvägen,58,118
Tenholantie,,2,4
Tuulensuuntie,Tuulensuuvägen,3,9
Tuurintie,Tuurivägen,8,
Valkeapääntie,Valkeapäävägen,2,43
Vanha Lipontie,,124,
Vestintie,,38,119
Vierulankuja,Vierulagränden,11,21
Visiittimäentie,Visitbackavägen,10,41
Vuoriontie,Vuoriovägen,24,
