street_fi,street_sv,lono,hino
Ahvenniementie,,81,109
Aitniementie,,70,98
Akkalantie,,182,594
Akolahdentie,,23,25
Akoniementie,,41,
Alholahdentie,,40,
Anterussaari,,2,
Apajalahdentie,,42,
Autioniemenraitti,,38,116
Haahenniementie,,3,173
Haikkaanvuorentie,,12,207
Hakolahdentie,,20,34
Halosenlahdentie,,32,50
Hauklapintie,,8,730
Hauklappi,,,
Heralampientie,,16,46
Hietalahdentie,,61,61
Hiiensuontie,,9,99
Hirvasniemenpolku,,25,
Hirviluoto,,18,
Huhmarsaari,,56,
Huinautiontie,,3,196
Huuhanluodontie,,10,46
Huuhtlahdentie,,31,33
Huutsalmentie,,27,47
Hänniementie,,16,72
Härskiänsaarentie,,218,640
Iso Pimiäsaari,,22,
Jokiniemenraitti,,7,84
Jousihankaniementie,,23,159
Juholantie,,132,158
Junnikkalantie,,96,215
Järveläntie,,35,130
Järventauksentie,,17,75
Kaidantie,,72,74
Kaijanjärventie,,474,511
Kaijanlahdentie,,110,
Kaipaansaari,,18,34
Kaislarannantie,,10,70
Kalaharjuntie,,67,87
Kallioniementie,,15,59
Kapakanniementie,,77,
Karhitie,,21,25
Karsikonpolku,,35,41
Katajapolku,,7,23
Kekäleenmäentie,,71,1355
Kekäleentie,,166,198
Kelkanmäentie,,6,48
Kertosaari,,2,
Kietäväläntie,,200,1020
Kilosaari,,20,
Kirjosaari,,12,
Kirvesluodontie,,23,29
Kiventakasentie,,105,744
Kivikkojärventie,,350,
Kivistönpolku,,36,
Kivistöntie,,,
Kohtniemenraitti,,52,
Kohtniementie,,299,350
Koiniemenpolku,,18,
Koiraniemenraitti,,127,195
Kolkkasaari,,2,20
Komosaari,,4,34
Kopinsalontie,,70,365
Korpitaival,,107,
Kortesaari,,12,32
Koskorvenlahdentie,,100,120
Kotaniementie,,8,32
Kotiniementie,,26,47
Kotitilantie,,10,39
Kotrannantie,,52,207
Kotrontie,,7,22
Kuikanmäentie,,7,
Kuikkoniemenraitti,,36,66
Kukonharjuntie,,4,112
Kullaantie,,44,113
Kummelniementie,,30,105
Kuopiintie,,145,
Kurkiniemenpolku,,54,68
Kutniementie,,44,93
Kutsaari,,10,24
Kutvele,,,
Kutveleentie,,84,86
Kuusjuurentie,,48,66
Kuvajantie,,219,
Kyhyränsaari,,130,330
Kylmälahdenpolku,,4,
Lahdenpohjantie,,5,37
Laivarannantie,,40,42
Lapintie,,179,226
Lappeenrannan Lehtinen,,38,566
Lehmustonraitti,,34,56
Leilahdentie,,46,54
Leviälahdentie,,39,
Leväsniementie,,6,78
Liitjoentie,,40,58
Louhusaari,,10,
Lutakonharjuntie,,36,69
Lutakonsaari,,2,
Luukkosenniementie,,1,279
Lökkiöntie,,216,278
Mankapellontie,,3,97
Mannisaari,,8,
Marjosaari,,14,70
Martjärventie,,65,77
Melaniementie,,7,19
Melapolku,,34,42
Murrontie,,8,139
Myhkyräluodontie,,8,150
Männiköntie,,70,80
Mäntylahdentie,,118,476
Mättöläntie,,25,254
Määlyksenlahdentie,,34,66
Mökinniementie,,58,64
Neitharjunpolku,,15,35
Nietharjunpolku,,15,33
Niiniementie,,18,177
Niittylahdentie,,105,170
Nouvantie,,74,166
Nuotsaarentie,,23,56
Nälkälahdentie,,44,160
Näsälahdentie,,11,73
Oinasniementie,,4,59
Otonniementie,,119,168
Palokankaanpolku,,,
Palpalahdentie,,152,
Patalahdenpolku,,38,
Perätalontie,,20,118
Petäisaarentie,,152,
Pieni Haapasaari,,12,
Pienvehkajärventie,,196,200
Pirttilahdenraitti,,23,105
Pitkänpohjantie,,52,75
Pohjasaari,,2,22
Polosniementie,,11,121
Portinpolku,,6,42
Pursaari,,12,22
Puumalantie,,1556,2961
Pykäläniementie,,362,518
Pytäräntie,,61,204
Pöllöniementie,,32,50
Pöllösaari,,2,250
Pöllösalmenpolku,,14,64
Pöllösalontie,,165,389
Raaniementie,,3,70
Rasvalampiintie,,32,
Rehusaari,,2,12
Reinikkalantie,,340,
Risulahdenpolku,,59,
Ruostelahdenraitti,,50,62
Ruuskanpolku,,26,93
Saimaanhelmentie,,2,78
Saisaari,,8,
Salmenniemenraitti,,58,
Saunaranta,,36,
Sepänsaari,,64,184
Sepänsuontie,,13,70
Sienaantie,,3,43
Sopupirtintie,,32,116
Souruntie,,72,150
Suolahdentie,,90,
Suurtalontie,,37,51
Suvikummuntie,,63,
Syrjäkiventie,,28,32
Syyspohja,,,
Talkkunantie,,207,421
Tervaniementie,,121,162
Tetrilammentie,,95,342
Tetriniementie,,137,702
Tevaninranta,,,
Tevanintie,,132,134
Tiitanjoentie,,79,91
Tikanniementie,,10,50
Toukkasaarentie,,30,52
Tulsaaret,,4,
Tuomalantie,,110,154
Tuuliseläntie,,114,
Tyttöluodontie,,90,
Töntintie,,3,219
Uitinsalmentie,,5,182
Ukonahonvuorentie,,32,66
Utulantie,,47,735
Valkinhovintie,,25,53
Valkinniementie,,22,86
Valkinsalmentie,,47,
Valkintie,,3,167
Valkjärvenpolku,,,
Valkjärventie,,16,279
Vanhanrannantie,,36,66
Vanhatie,,24,54
Vehmaantie,,137,257
Veikonniementie,,68,120
Veitsiniementie,,366,410
Vihtasaarentie,,33,
Viitasaari,,60,176
Viljakanranta,,21,62
Villeläntie,,11,36
Virtastenraitti,,204,294
Virtoinmäentie,,327,523
Vuoreistenraitti,,40,116
Vuorilahdentie,,69,75
Välijoentie,,184,
Värtsaarentie,,22,70
Väärälahdentie,,15,
Ämmäsaarentie,,2,48
Ämmäsaaret,,10,60
