street_fi,street_sv,lono,hino
Arontie,,7,72
Hallantie,,22,38
Hevosmäentie,,5,135
Himaistentie,,15,89
Huhdankoivistontie,,9,23
Isojuvantie,,36,99
Isosuontie,,35,
Jokiniementie,,31,113
Juvantie,,1,221
Kantatie,,1312,1642
Karjanojantie,,2,
Keskitalontie,,1,20
Kirkkotie,,20,446
Kolkkistenkoskentie,,10,
Kotipellontie,,1,3
Kujantie,,5,99
Lähdeojantie,,15,55
Maanpääntie,,48,585
Mäensyrjäntie,,50,138
Palontie,,50,81
Paviantie,,44,92
Raatikaistentie,,11,243
Ristimäenkuja,,7,62
Santerintie,,66,83
Sarkainmaantie,,1,67
Sarkainsuontie,,21,35
Siimeksentie,,10,270
Sipiläntie,,15,85
Taipalsaarentie,,1,17
Tuohiarontie,,7,245
Turuntie,,341,1430
Varsalavantie,,7,128
